id,title,mean,rank,popularity,num_list_users,num_scoring_users
2,Berserk,9.46,1,1,807773,404173
1706,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,9.34,2,20,330544,205312
656,Vagabond,9.27,3,12,466465,178887
13,One Piece,9.21,4,3,705908,425339
162032,Guimi Zhi Zhu,9.19,5,857,26021,8363
1,Monster,9.16,6,27,294381,118817
147272,The Greatest Estate Developer,9.1,7,191,93972,46084
51,Slam Dunk,9.09,8,50,203294,90148
642,Vinland Saga,9.09,9,16,366680,162747
25,Fullmetal Alchemist,9.05,10,22,326695,171839
70345,Grand Blue,9.05,11,49,204562,77066
143441,Omniscient Reader's Viewpoint,9.03,12,567,37019,14796
130826,Tian Guan Cifu,9.02,13,975,23152,8895
16765,Kingdom,9.02,14,48,204977,72902
44489,Houseki no Kuni,9,15,71,178350,61494
657,Real,8.98,16,141,113504,25912
4632,Oyasumi Punpun,8.97,17,8,527900,222859
133431,Uma Musume Cinderella Gray,8.97,18,2082,12240,4277
34053,Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch,8.96,19,910,24742,8622
1303,Ashita no Joe,8.95,20,287,66785,20857
3,20th Century Boys,8.93,21,24,316631,111228
23751,Monogatari Series: Second Season,8.93,22,777,28512,8490
104,Yotsuba to!,8.92,23,67,181366,62124
14893,Monogatari Series: First Season,8.92,24,283,67741,18554
126479,Mikkakan no Koufuku,8.91,25,451,45217,14312
121405,Mo Dao Zu Shi,8.88,26,1623,15241,5951
44227,Monogatari Series: Final Season,8.88,27,955,23652,6148
74697,Re:Zero kara Hajimeru Isekai Seikatsu,8.88,28,208,87678,28816
86769,Kusuriya no Hitorigoto,8.88,29,820,27207,6600
90125,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.88,30,25,308836,151589
104039,86,8.87,31,359,53729,13529
126287,Sousou no Frieren,8.87,32,73,177853,58845
336,GTO,8.86,33,58,192743,73012
1224,3-gatsu no Lion,8.86,34,221,81539,21463
35243,Haikyuu!!,8.86,35,34,246545,119758
56805,Koe no Katachi,8.86,36,26,294794,158763
178182,On the Way to Meet Mom,8.85,37,1629,15135,6193
7375,Kokou no Hito,8.84,38,86,160230,53914
21525,Akatsuki no Yona,8.83,39,88,155882,54437
86119,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.83,40,984,22838,6688
140765,Tian Guan Cifu,8.83,41,1154,20044,5706
147769,No Home,8.82,42,1871,13582,4183
28,Nana,8.82,43,70,178384,54068
9115,Ookami to Koushinryou,8.82,44,261,71539,17386
651,Kaze no Tani no Nausicaä,8.81,45,275,69112,19191
70261,Mushoku Tensei: Isekai Ittara Honki Dasu,8.81,46,161,104384,46083
85781,Dungeon Meshi,8.81,47,135,117422,43155
102875,Fata Morgana no Yakata: Anata no Genten ni Itaru Monogatari,8.8,48,2693,9544,2046
129621,Medalist,8.79,49,923,24445,4919
132678,Veil,8.78,50,595,35355,7369
26,Hunter x Hunter,8.78,51,23,318039,144461
14483,Uchuu Kyoudai,8.77,52,478,43233,9328
45143,Kono Oto Tomare!,8.77,53,356,54207,15201
100448,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.",8.77,54,53,198224,105558
144267,Kaoru Hana wa Rin to Saku,8.77,55,99,147094,52847
7,Hajime no Ippo,8.76,56,162,103657,42428
100035,Tongari Boushi no Atelier,8.76,57,95,151274,38306
40171,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.75,58,232,77429,21683
89357,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,8.75,59,174,98571,38093
72467,Shoujo Shuumatsu Ryokou,8.74,60,194,93230,36868
128365,Kimi to Tsuzuru Utakata,8.73,61,579,36243,13334
9726,Zaregoto Series,8.72,62,764,28855,5213
145,Beck,8.71,63,189,94716,32623
418,Mushishi,8.71,64,177,97926,22040
9982,Usogui,8.71,65,319,61286,12595
91941,Made in Abyss,8.71,66,63,186646,61154
123992,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,8.71,67,433,46473,18541
118804,Ikoku Nikki,8.7,68,1552,15863,3401
23900,Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch,8.7,69,1300,18047,7220
108177,Monogatari Series: Monster Season,8.7,70,2526,10103,2029
1859,Natsume Yuujinchou,8.69,71,398,50577,12070
44347,One Punch-Man,8.69,72,7,537355,261552
55215,Utsuro no Hako to Zero no Maria,8.69,73,148,110636,21962
21,Death Note,8.68,74,14,433512,246174
1133,Dorohedoro,8.68,75,46,209441,68586
102256,Ao Ashi,8.68,76,443,45933,19589
107562,Kusuriya no Hitorigoto,8.68,77,182,96268,27837
117077,Kimi no Suizou wo Tabetai,8.68,78,1932,13193,4854
125036,The Horizon,8.68,79,132,118443,54180
178671,My Bias Gets on the Last Train,8.68,80,1000,22481,8113
35513,Koten-bu Series,8.67,81,1060,21431,3867
98930,Violet Evergarden,8.67,82,654,32864,7346
399,Kino no Tabi: The Beautiful World,8.66,83,1012,22284,3304
24875,Shinyaku Toaru Majutsu no Index,8.66,84,1280,18330,5696
70399,Seishun Buta Yarou Series,8.66,85,652,32955,7577
85968,Golden Kamuy,8.66,86,145,111993,30805
123006,Bungou Stray Dogs: Beast,8.66,87,1001,22473,7874
132214,Omniscient Reader's Viewpoint,8.66,88,74,176558,72410
137200,Mo Dao Zu Shi,8.65,89,1078,21173,6464
4,Yokohama Kaidashi Kikou,8.65,90,209,86940,21339
44,Gintama,8.65,91,157,105025,42198
664,Akira,8.65,92,97,150073,48835
904,Kozure Ookami,8.65,93,353,54503,8183
88660,Yagate Kimi ni Naru,8.65,94,120,125808,57660
81,Aria,8.64,95,448,45441,11598
6978,Ginga Eiyuu Densetsu,8.63,96,1897,13429,2548
78523,ReLIFE,8.63,97,72,177953,87149
145863,Sayonara Eri,8.63,98,77,173857,112514
160303,Koori no Jouheki,8.63,99,2154,11788,4741
116778,Chainsaw Man,8.62,100,2,744471,454136
745,Pluto,8.62,101,102,141700,52448
60783,Mob Psycho 100,8.62,102,112,132342,52006
61579,Tobaku Datenroku Kaiji: One Poker-hen,8.62,103,2067,12329,4777
756,Banana Fish,8.61,104,284,67670,17314
60553,Kono Subarashii Sekai ni Shukufuku wo!,8.61,105,324,60412,19813
81669,Overlord,8.61,106,274,69561,23977
107931,Blue Period,8.61,107,100,145507,42048
118289,Skip to Loafer,8.61,108,351,54757,14158
145539,Seasons of Blossom,8.6,109,985,22822,9396
180916,Kimi ni Okuru Eien,8.6,110,8100,2983,1544
1325,Hi no Tori,8.6,111,831,26866,4957
11054,Billy Bat,8.6,112,200,90903,24771
698,Shinseiki Evangelion,8.59,113,117,129762,56783
13245,Chihayafuru,8.59,114,345,55493,16447
37707,Shigatsu wa Kimi no Uso,8.59,115,205,88645,37115
114043,"Umarekawattemo Mata, Watashi to Kekkon shitekuremasu ka",8.59,116,594,35368,11950
134744,The Legend of the Northern Blade,8.58,117,323,60430,24720
137303,Hirayasumi,8.58,118,823,27095,5174
2062,Kara no Kyoukai: The Garden of Sinners,8.58,119,1198,19444,3833
92559,Diamond no Ace Act II,8.58,120,1140,20259,8924
3006,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.57,121,138,115995,68967
11514,Otoyomegatari,8.57,122,216,83664,18226
66517,Umineko no Naku Koro ni,8.57,123,3183,8221,2365
79993,Umineko no Naku Koro ni Chiru,8.57,124,5145,5003,1532
93097,Monogatari Series: Off Season,8.57,125,3151,8280,2149
3031,Pandora Hearts,8.56,126,55,195609,66664
23390,Shingeki no Kyojin,8.56,127,4,697692,433437
33327,Tokyo Ghoul,8.56,128,6,575903,314313
87844,The Fable,8.56,129,276,69029,21589
103237,Wind Breaker,8.56,130,279,68340,24277
116312,19 Tian,8.56,131,1513,16200,5740
138533,Nan Hao Shang Feng,8.56,132,860,25857,8665
142310,Amayo no Tsuki,8.56,133,1685,14784,3717
170427,The Knight Only Lives Today,8.56,134,829,26951,9423
117851,Shimeji Simulation,8.55,135,725,29838,7640
121496,Solo Leveling,8.55,136,5,626639,374177
214,Kidou Senshi Gundam: The Origin,8.55,137,1216,19260,4773
610,Skip Beat!,8.55,138,181,96610,40417
1342,Baccano!,8.55,139,989,22748,3394
3083,Suzumiya Haruhi Series,8.55,140,509,40972,12345
5744,Ping Pong,8.55,141,844,26478,8430
8157,Kamisama Hajimemashita,8.55,142,176,98005,38736
21498,Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch,8.55,143,1260,18601,8763
81211,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,8.55,144,765,28829,6191
105084,Jibaku Shounen Hanako-kun,8.55,145,111,133364,47323
11327,One Outs,8.54,146,515,40441,13594
39859,Steins;Gate,8.54,147,1570,15717,4114
101396,Sasaki to Miyano,8.54,148,466,44070,13964
164926,Webtoon Character Na Kang Lim,8.54,149,1145,20229,9389
180207,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 3-nensei-hen,8.54,150,6411,3921,1206
22,Rurouni Kenshin: Meiji Kenkaku Romantan,8.53,151,158,104837,50240
102,Fruits Basket,8.53,152,91,152850,76468
85719,Blue Giant,8.53,153,762,28864,6407
3649,Fate/Zero,8.52,154,707,30587,9549
21499,Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch,8.51,155,1476,16381,7676
104538,Kimi no Suizou wo Tabetai,8.51,156,367,52800,27155
147448,After School Lessons for Unripe Apples,8.51,157,2456,10319,3361
159387,Mushoku Tensei: Dasoku-hen,8.51,158,4938,5246,1516
115506,Yagate Kimi ni Naru: Saeki Sayaka ni Tsuite,8.5,159,2620,9770,2532
133641,Villains Are Destined to Die,8.5,160,380,52107,18986
147171,Eleceed,8.5,161,434,46394,17250
167788,Xiao Mogu,8.5,162,9597,2418,673
30,Ouran Koukou Host Club,8.5,163,106,137839,63487
25515,JoJo no Kimyou na Bouken Part 8: JoJolion,8.5,164,69,178575,88579
28393,Sakamichi no Apollon,8.5,165,622,34168,11880
1469,Glass no Kamen,8.49,166,1811,13904,3102
6812,Kyou kara Ore wa!!,8.49,167,941,24017,6705
18200,Sotsugyousei,8.49,168,1009,22329,10267
79085,Given,8.49,169,257,72172,28313
113010,Bakemonogatari,8.49,170,438,46019,13384
124374,Souyaku Toaru Majutsu no Index,8.49,171,5009,5166,1164
136103,Haruka Tooki Ie,8.49,172,3336,7840,3202
141120,The Boxer,8.49,173,315,61436,30004
110771,Toshokan no Daimajutsushi,8.48,174,739,29530,4956
123649,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,8.48,175,868,25631,7444
162964,Mayonaka Heart Tune,8.48,176,663,32551,9027
1183,Cross Game,8.48,177,906,24794,9698
11734,Watashitachi no Shiawase na Jikan,8.48,178,123,124391,57591
38071,Spirit Circle,8.48,179,391,50921,20360
44307,Kakukaku Shikajika,8.48,180,697,30969,8182
88639,"Ohayou, Ibarahime",8.48,181,494,42112,13557
3299,Ookami to Koushinryou,8.47,182,429,46722,15411
3572,Tobaku Mokushiroku Kaiji,8.47,183,892,24994,7237
4658,Fullmetal Alchemist,8.47,184,1219,19203,6673
7482,Rainbow: Nisha Rokubou no Shichinin,8.47,185,476,43504,11166
36413,Hinamatsuri,8.47,186,316,61389,19841
46282,Chikan Otoko,8.47,187,374,52538,25895
87397,Shiori Experience: Jimi na Watashi to Hen na Ojisan,8.47,188,915,24655,4487
87610,Tensei shitara Slime Datta Ken,8.47,189,446,45519,17904
92299,Berserk: Shinen no Kami 2,8.47,190,1118,20637,10675
93753,Vanitas no Karte,8.47,191,233,76415,17990
112370,Spirit Fingers,8.47,192,2529,10092,3510
115922,Kage no Jitsuryokusha ni Naritakute!,8.47,193,757,28937,8228
119072,Here U Are,8.47,194,628,33929,15871
121504,Yubisaki to Renren,8.47,195,294,65018,17005
143325,Lost in the Cloud,8.47,196,1574,15686,6530
146878,Return of the Blossoming Blade,8.47,197,480,43016,16009
112988,blanc,8.46,198,2303,10958,3905
119279,Hirano to Kagiura,8.46,199,1765,14184,4089
121269,Who Made Me a Princess,8.46,200,272,69821,33139
138406,"Natsu e no Tunnel, Sayonara no Deguchi",8.46,201,2429,10423,2417
147585,Sensou Kyoushitsu,8.46,202,1099,20887,3730
42,Dragon Ball,8.46,203,66,185383,111872
43,Eyeshield 21,8.46,204,219,83366,38355
7519,Kami nomi zo Shiru Sekai,8.46,205,140,115655,58732
42001,Song of the Long March,8.46,206,653,32929,5145
56529,Bungou Stray Dogs,8.46,207,156,105256,32892
77597,Adachi to Shimamura,8.46,208,1907,13385,3246
88930,Youjo Senki,8.46,209,810,27392,6243
97244,Shimanami Tasogare,8.46,210,262,71439,25687
100323,Yuukoku no Moriarty,8.46,211,470,43856,11377
1032,Doraemon,8.45,212,1292,18151,8413
3573,Tobaku Hakairoku Kaiji,8.45,213,1895,13443,5636
17051,Barakamon,8.45,214,432,46591,13474
111213,Bastard,8.45,215,89,155022,79997
119161,Spy x Family,8.45,216,18,340867,142050
131338,Whale Star: The Gyeongseong Mermaid,8.45,217,4800,5411,1122
138673,Look Back,8.44,218,113,132297,85522
974,Basara,8.44,219,773,28563,7232
3285,Holyland,8.44,220,172,99204,35874
743,21st Century Boys,8.43,221,144,112561,57820
26728,No.6,8.43,222,979,22994,5855
29211,Gekkan Shoujo Nozaki-kun,8.43,223,211,86600,24907
83903,Fate/strange Fake,8.43,224,2174,11711,2708
138481,Make Heroine ga Oosugiru!,8.43,225,2719,9476,2080
166372,Love Bullet,8.43,226,960,23540,5241
141833,Hikaru ga Shinda Natsu,8.42,227,245,74335,16957
142171,Silent Witch: Chinmoku no Majo no Kakushigoto,8.42,228,5502,4654,1044
147986,The Spark in Your Eyes,8.42,229,2144,11869,4037
658,Mugen no Juunin,8.42,230,195,93115,20935
3807,Juuni Kokuki,8.42,231,2226,11410,1406
93699,Innocent Rouge,8.42,232,554,37741,10289
98380,Bungou Stray Dogs,8.42,233,1923,13246,3269
419,Nodame Cantabile,8.41,234,712,30314,10121
3866,Kuroshitsuji,8.41,235,80,171837,67639
12854,Toaru Majutsu no Index,8.41,236,623,34130,10569
94376,Yuru Camp△,8.41,237,988,22753,5384
114745,Blue Lock,8.41,238,37,226019,105428
121781,Shousetsu Kimi no Na wa.,8.41,239,2240,11304,4385
152024,"Bungou Stray Dogs: Dazai, Chuuya, Juugosai",8.41,240,6976,3557,1058
154587,Pick Me Up,8.41,241,458,44765,15152
165876,Houkago Kitaku Biyori,8.41,242,1891,13458,3830
118737,Her Tale of Shim Chong,8.4,243,1963,12978,3935
120616,Urasekai Picnic,8.4,244,5267,4881,911
121213,Kimi wa Houkago Insomnia,8.4,245,313,61581,18748
144011,Kimi no Yoru ni Fureru,8.4,246,3013,8664,4207
148542,Akuyaku Reijou no Naka no Hito: Danzai sareta Tenseisha no Tame Usotsuki Heroine ni Fukushuu Itashimasu,8.4,247,1381,17157,7006
660,Versailles no Bara,8.4,248,983,22842,5905
3082,Nichijou,8.4,249,431,46602,12981
6164,My Girl,8.4,250,559,37417,11884
8967,Onanie Master Kurosawa,8.4,251,84,160982,87380
16081,Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,8.4,252,1231,19069,9640
42451,Horimiya,8.4,253,17,362548,164062
48399,No Game No Life,8.4,254,299,63694,16337
99314,Kimi no Na wa.,8.4,255,170,99424,39239
1414,SKET Dance,8.39,256,580,36239,12952
18161,Katanagatari,8.39,257,2854,9086,1642
162733,Mairimashita! Iruma-kun: If Episode of Mafia,8.39,258,4883,5307,1401
110160,"Mata, Onaji Yume wo Miteita",8.38,259,801,27785,11048
122906,Kieta Hatsukoi,8.38,260,922,24445,8588
135496,Dandadan,8.38,261,40,218520,80979
155861,Kininatteru Hito ga Otoko ja Nakatta,8.38,262,290,65824,20924
10,xxxHOLiC,8.38,263,196,92830,34065
85,Azumanga Daioh,8.38,264,310,62105,28203
106,Cardcaptor Sakura,8.38,265,265,71046,33499
768,Gunnm,8.38,266,192,93858,30081
2895,Piano no Mori,8.38,267,1315,17932,5327
2921,Kaichou wa Maid-sama!,8.38,268,76,175587,86242
3571,Ten: Tenhou-doori no Kaidanji,8.38,269,3518,7427,2134
33031,Imawa no Kuni no Alice,8.38,270,179,97527,34625
48621,Koe no Katachi,8.38,271,303,63419,35783
95012,"Kumo desu ga, Nani ka?",8.38,272,696,31055,12131
95243,Re:Zero kara Hajimeru Isekai Seikatsu Ex,8.38,273,3600,7226,1681
104241,Mairimashita! Iruma-kun,8.38,274,241,74814,28658
401,Kiseijuu,8.37,275,142,113467,52712
869,Konjiki no Gash!!,8.37,276,553,37803,15595
8586,The Breaker,8.37,277,94,151948,72445
26704,Shouwa Genroku Rakugo Shinjuu,8.37,278,2218,11444,1911
39325,Boku dake ga Inai Machi,8.37,279,183,95783,42984
48347,Ballroom e Youkoso,8.37,280,468,44030,13332
87953,Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,8.37,281,1828,13818,3262
98436,Youjo Senki,8.37,282,604,34948,9166
106602,Bleach: Can't Fear Your Own World,8.37,283,2323,10851,3391
113819,Violet Evergarden Gaiden,8.37,284,5227,4913,1090
115730,Shadows House,8.37,285,381,52001,12000
123444,Teito Seihai Kitan: Fate/type Redline,8.36,286,1250,18768,5199
1013,Touch,8.36,287,1519,16145,5891
9711,Bakuman.,8.36,288,61,187228,86819
15547,Kiichi VS,8.36,289,5354,4810,963
22651,The Breaker: New Waves,8.36,290,173,98902,53157
24692,Noragami,8.36,291,52,200495,70468
81117,Tokyo Ghoul:re,8.36,292,21,328716,172859
87609,Tensei shitara Slime Datta Ken,8.36,293,96,150838,60034
90531,Naruto Shinden Series,8.36,294,1855,13705,5260
93516,SQ: Begin W/Your Name!,8.36,295,268,70192,25563
100922,Blue Giant Supreme,8.36,296,3592,7244,1438
895,Full Metal Panic! Sigma,8.35,297,1837,13778,5896
923,Kanata kara,8.35,298,1283,18287,6513
1600,Black Jack,8.35,299,849,26325,6908
15306,Takemitsuzamurai,8.35,300,1404,17000,2997
16144,Umineko no Naku Koro ni - Episode 4: Alliance of the Golden Witch,8.35,301,1322,17876,8906
25096,Gin no Saji,8.35,302,427,46932,17068
62795,Tomodachi Game,8.35,303,175,98389,39618
119282,NHK ni Youkoso!,8.35,304,2924,8898,2440
149493,Daytime Star,8.35,305,1917,13274,6295
154545,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 0,8.35,306,6793,3666,1825
117020,Tsukiatte Agetemo Ii kana,8.34,307,784,28281,7820
138424,Watashi no Oshi wa Akuyaku Reijou.: Revolution,8.34,308,2898,8955,2645
139629,JoJo no Kimyou na Bouken Part 9: The JoJoLands,8.34,309,335,58266,15254
147692,I Shall Master This Family,8.34,310,902,24833,8438
156681,"Tsuihou sareru Tabi ni Skill wo Te ni Ireta Ore ga, 100 no Isekai de 2-shuume Musou",8.34,311,1081,21151,5936
936,Homunculus,8.34,312,75,176502,64377
1111,Buddha,8.34,313,1282,18297,4864
16816,Durarara!!,8.34,314,763,28863,6735
37755,Saiki Kusuo no Ψ-nan,8.34,315,536,38687,12437
62023,Mushishi Tokubetsu-hen: Hihamukage,8.34,316,3719,7015,1622
89087,Wotaku ni Koi wa Muzukashii,8.34,317,93,152204,55790
320,Gakuen Alice,8.33,318,445,45788,21641
704,Trigun Maximum,8.33,319,596,35330,12515
3575,Saikyou Densetsu Kurosawa,8.33,320,720,30004,9049
9548,Higurashi no Naku Koro ni Kai: Minagoroshi-hen,8.33,321,1942,13121,5251
40761,Ookami Kodomo no Ame to Yuki,8.33,322,813,27354,11805
58141,Machida-kun no Sekai,8.33,323,610,34851,14144
61189,Mahoutsukai no Yome,8.33,324,171,99394,25049
122663,Tower of God,8.33,325,43,215275,88635
141043,"Kinou no Haru de, Kimi wo Matsu",8.33,326,5525,4626,904
148137,Leviathan,8.33,327,794,28129,10939
168980,"Myst, Might, Mayhem",8.33,328,1448,16618,5074
115122,Kimi ga Shinu made Koi wo Shitai,8.32,329,1038,21795,4419
135545,Ao no Hako,8.32,330,152,106539,42871
146909,SSS-Class Revival Hunter,8.32,331,286,67162,25030
166817,Star Ginseng Store,8.32,332,8298,2892,825
31,Lovely★Complex,8.32,333,266,70694,30297
443,Mars,8.32,334,526,39554,16439
3281,Hadashi no Gen,8.32,335,1768,14168,3108
4625,Kamigami no Itadaki,8.32,336,1127,20486,3235
49835,Gochuumon wa Usagi desu ka?,8.32,337,3102,8401,1619
93972,Totsukuni no Shoujo,8.32,338,197,92385,22613
735,Black Lagoon,8.31,339,302,63426,17837
762,Tokyo Crazy Paradise,8.31,340,1161,19905,7651
1262,Higurashi no Naku Koro ni Kai: Meakashi-hen,8.31,341,1316,17923,6919
1315,Boogiepop Series,8.31,342,1892,13454,1681
10552,Hoshi no Samidare,8.31,343,307,62877,23495
12471,Daichouhen Doraemon,8.31,344,5194,4951,2150
16922,Gakuen Babysitters,8.31,345,825,27056,8273
23571,Sunny,8.31,346,853,26164,4991
84983,Chichi to Hige-Gorilla to Watashi,8.31,347,2613,9795,3136
91209,Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare,8.31,348,11603,1905,684
137939,Chi. Chikyuu no Undou ni Tsuite,8.31,349,1317,17906,4667
162158,Murderous Lewellyn's Candlelit Dinner,8.31,350,6386,3938,1570
112774,Ojisama to Neko,8.3,351,901,24853,6168
118568,Bocchi the Rock!,8.3,352,642,33373,9032
131008,A Stepmother's Märchen,8.3,353,939,24112,7365
9,Tsubasa: RESERVoir CHRoNiCLE,8.3,354,212,86089,38257
18,Kodomo no Omocha,8.3,355,887,25137,11222
29,Paradise Kiss,8.3,356,309,62425,24475
149,Blame!,8.3,357,62,186748,53589
736,Shin Angyo Onshi,8.3,358,552,37803,10474
1047,Saint Seiya: The Lost Canvas - Meiou Shinwa,8.3,359,1265,18540,8628
1218,Akagi: Yami ni Oritatta Tensai,8.3,360,1517,16161,4615
1263,Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen,8.3,361,1682,14789,5803
3378,Kimi ni Todoke,8.3,362,110,133564,50581
7458,Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken,8.3,363,532,39055,18045
9699,Doukyuusei,8.3,364,456,44889,21203
14236,Love So Life,8.3,365,308,62471,25866
79,Sora wa Akai Kawa no Hotori,8.29,366,795,28046,9940
267,Hellsing,8.29,367,151,108487,47614
583,Claymore,8.29,368,36,229119,96974
1061,Meitantei Conan,8.29,369,292,65213,30898
47825,Steins;Gate: Aishin Meizu no Babel,8.29,370,4850,5342,1469
124470,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-4 Shou - Seiiki to Gouyoku no Majo,8.29,371,4083,6380,1380
145496,Yuki no Yousei,8.29,372,4420,5888,2536
172605,Xiao Mogu,8.29,373,18803,976,375
159718,Merry Marbling,8.28,374,10249,2229,718
24,D.Gray-man,8.28,375,78,173228,66395
57,Hanazakari no Kimitachi e,8.28,376,519,40045,17988
375,Initial D,8.28,377,591,35536,11098
838,Angel Densetsu,8.28,378,296,64700,27092
915,Rookies,8.28,379,785,28251,7165
1009,Hachimitsu to Clover,8.28,380,817,27331,6941
6520,Hana to Akuma,8.28,381,441,45944,20083
35573,Orange,8.28,382,79,172629,74623
57791,Canis Series,8.28,383,1975,12894,2779
98379,Bungou Stray Dogs Wan!,8.28,384,3121,8340,2079
105347,Date A Live Fragment: Date A Bullet,8.28,385,6794,3665,574
106809,Koko wa Ima kara Rinri desu.,8.28,386,633,33710,10305
1075,7 Seeds,8.27,387,800,27871,5927
2459,Komatta Toki ni wa Hoshi ni Kike,8.27,388,2984,8741,2802
7776,Toaru Majutsu no Index Gaiden: Toaru Kagaku no Railgun,8.27,389,672,32101,10788
14790,Magi,8.27,390,83,166152,71867
43921,Sword Art Online: Progressive,8.27,391,952,23767,7550
47022,Sakamichi no Apollon: Bonus Track,8.27,392,3563,7321,3496
77609,Harukaze no Étranger,8.27,393,877,25516,7729
80091,Yahari Ore no Seishun Love Comedy wa Machigatteiru. @comic,8.27,394,1948,13056,2976
102330,Majo no Tabitabi,8.27,395,1791,14017,2461
107548,Steins;Gate 0,8.27,396,3699,7053,1760
116479,Shinsekai yori,8.27,397,7065,3495,523
119392,Boy Meets Maria,8.27,398,638,33476,16662
124845,Sweet Home,8.27,399,184,95490,47887
130331,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",8.27,400,611,34805,10882
132877,Ren Zha Fanpai Zijiu Xitong,8.27,401,4611,5647,2378
166865,The Extra's Academy Survival Guide,8.27,402,687,31337,10994
174045,I Love Amy,8.27,403,3213,8134,4103
134997,"Mata, Onaji Yume wo Miteita",8.26,404,4547,5730,1611
140295,Tsukuritai Onna to Tabetai Onna,8.26,405,2659,9651,2062
142170,Mimoza no Kokuhaku,8.26,406,8669,2743,407
148234,How to Win My Husband Over,8.26,407,1083,21129,6582
163877,Virtual Strangers,8.26,408,4226,6191,2229
168586,Suming Zhi Huan,8.26,409,8549,2784,913
193929,"Got Dropped into a Ghost Story, Still Gotta Work",8.26,410,8598,2769,705
2924,Historie,8.26,411,730,29687,7008
5255,Dengeki Daisy,8.26,412,128,122828,52441
10884,Diamond no Ace,8.26,413,803,27707,11013
30079,Annarasumanara,8.26,414,246,74236,30479
56743,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8.26,415,673,32080,8885
56755,Hai to Gensou no Grimgar,8.26,416,898,24930,4658
91514,Kishuku Gakkou no Juliet,8.26,417,270,69981,31156
96044,Taishou Otome Otogibanashi,8.26,418,781,28390,11739
128,Petshop of Horrors,8.25,419,541,38543,11054
158,Ghost Hunt,8.25,420,1308,17964,6069
445,Shonan Junai Gumi!,8.25,421,869,25614,8359
4258,Hikari to Tomo ni...: Jiheishouji wo Kakaete,8.25,422,3688,7084,1026
17904,Kuragehime,8.25,423,412,48525,14726
24308,No.6,8.25,424,369,52672,18823
26144,Danshi Koukousei no Nichijou,8.25,425,775,28533,9406
43915,Feng Shen Ji II,8.25,426,1689,14732,7234
44711,Feng Shen Ji III,8.25,427,2147,11836,5416
72025,Kengan Ashura,8.25,428,288,66225,28317
102343,Fumetsu no Anata e,8.25,429,136,116700,35693
103989,Kaichou wa Maid-sama!: Marriage,8.25,430,1191,19550,7558
108495,NieR:Automata,8.25,431,1827,13819,2263
112807,Boku no Kokoro no Yabai Yatsu,8.25,432,269,70011,23425
163116,The Stellar Swordmaster,8.25,433,727,29775,9246
110031,Summertime Render,8.24,434,304,63403,18722
112115,Act-age,8.24,435,339,56910,16930
113555,King's Maker,8.24,436,1601,15441,5341
119022,Kage no Jitsuryokusha ni Naritakute!,8.24,437,199,90907,31646
119184,Solo Leveling,8.24,438,1585,15613,7455
127221,Ookami Kodomo no Ame to Yuki,8.24,439,6879,3613,1094
140409,Yoake no Uta,8.24,440,4437,5867,1037
163455,Phantom Busters,8.24,441,1564,15751,2851
171320,"Shuu ni Ichido Classmate wo Kau Hanashi: Futari no Jikan, Iiwake no 5000-en",8.24,442,13142,1624,504
481,Planetes,8.24,443,295,64758,19494
1014,H2,8.24,444,1898,13425,5558
1097,Saiyuuki Gaiden,8.24,445,2038,12519,3100
3009,JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.24,446,39,220433,144405
3042,Soredemo Machi wa Mawatteiru,8.24,447,2043,12489,2810
4453,Hitsugikatsugi no Kuro.: Kaichu Tabi no Wa,8.24,448,3014,8660,1582
5651,Crows,8.24,449,705,30632,9399
17552,Non Non Biyori,8.24,450,1856,13696,3182
17910,Yomawari Sensei,8.24,451,1238,18981,3277
18074,Getter Robo Saga,8.24,452,7917,3074,890
39883,Ansatsu Kyoushitsu,8.24,453,81,170663,82221
